Gene_name,Control1,Control2,Control3,Treat1,Treat2,Treat3
DUSP6,0.058498,0.076559,0.017863,0.037388,0.076443,0.049087
JAML,11.598589,10.689699,3.353442,4.737568,4.570783,5.308988
ZNF292,22.901890,18.450022,3.930530,18.920546,17.871698,14.436835
LRRFIP1,25.971689,39.053951,27.418962,32.593620,30.719086,22.361259
SNX6,5.952596,2.242894,0.824061,5.118455,5.115253,1.175919
ACTR2,0.303028,0.627432,0.075163,0.606088,0.717705,0.378570
ERO1A,13.542959,10.191914,5.280256,7.069746,9.056942,8.884063
PECAM1,16.464104,13.607695,14.202702,11.265058,9.778950,12.802767
SLC6A6,3.625453,3.694147,3.337322,4.516361,3.809049,3.152228
APOL6,0.154184,1.062345,0.329052,0.496957,0.276862,0.727924
TNFRSF10C,1.668056,1.075721,0.598473,0.742565,0.887239,0.993155
PGK1,0.021730,0.019216,0.008496,0.000000,0.000000,0.010963
CHD4,13.456580,11.383201,4.757845,11.259351,11.556372,10.301874
ATP6V0B,11.417842,10.637116,6.672882,11.762002,12.074924,11.658451
NABP1,4.781785,4.536909,4.481271,4.488536,3.579110,3.843006
SON,0.027014,0.013463,0.018475,0.169031,0.009825,0.010902
CKLF,8.591367,6.608751,2.166001,4.558138,4.359047,4.776168
BLOC1S1,0.030496,0.043708,0.000000,0.047609,0.080653,0.000000
PHF3,10.700831,6.390647,4.485602,9.705276,6.551236,11.413600
SHISA5,19.030338,18.070080,9.283267,11.642812,12.666194,13.104028
CTSD,9.430916,7.257563,3.303409,5.917117,5.562466,5.432606
CMTM6,0.011419,0.000000,0.014364,0.011917,0.003861,0.029798
COX6B1,4.417875,5.864798,5.651286,4.955918,4.826353,6.236957
HBB,3.903449,5.603246,4.638762,6.709383,5.113259,6.378565
COX5B,82.371490,62.633873,50.216259,54.215405,56.392685,56.693531
MKRN1,3.012093,3.331689,2.099308,3.033394,2.737781,2.169725
SGK1,0.358074,0.360573,0.230548,0.303592,0.401253,0.259623
DOCK5,7.147457,6.883294,4.445436,6.569675,6.058304,6.072838
RNF24,0.866992,0.415395,0.040171,0.205572,0.377815,0.365822
TIMP2,1.089148,1.406351,0.667788,1.202386,1.275596,1.611732
SP100,0.058248,0.043723,0.245328,0.150777,0.089832,0.109400
CLTB,0.070453,0.284883,0.431300,0.348520,0.190785,0.147707
EHD1,156.175690,133.528015,115.495239,138.557205,123.729424,144.512192
MAX,2.415511,2.005301,2.773552,2.185431,3.182323,3.359694
KCNJ15,10.084373,10.931505,7.943393,10.696088,7.958858,9.874401
MAP7D1,7.417212,6.619763,2.964159,5.015857,4.824298,5.976333
GOLGA7,9.328821,9.367530,7.768264,8.210558,6.827285,8.834938
LINC01506,40.370522,29.474279,9.937377,18.076664,23.237394,24.893787
SASH3,25.597012,27.131403,21.803278,25.526217,30.867315,26.838631
CELF1,19.951725,22.518078,13.679439,14.119380,11.389535,12.955229
SIPA1,7.782639,7.946547,5.426276,7.319746,6.420391,8.600351
TREM1,9.813017,7.562771,8.966648,9.351616,9.884672,9.166104
ATF7IP,6.202702,4.051290,1.967022,4.065725,3.452893,4.139463
TAX1BP1,5.623187,12.216592,2.404070,5.880430,5.275395,7.880559
NCOA4,4.269351,2.715608,2.797281,2.845006,3.907506,2.550935
BUD31,0.000000,0.053680,0.000000,0.026407,0.000000,0.000000
TNIP1,0.057803,0.018400,0.009576,0.020858,0.0,0.028386
ALOX5AP,3.671812,7.090209,3.969284,7.639623,6.915531,5.662828
CFL1,9.155457,9.188474,9.473682,9.973863,10.559984,8.743045
CHD2,2.151617,1.234057,0.815181,0.997448,0.979869,0.847564
TAOK3,7.569710,5.847524,2.437987,5.885776,7.179883,4.637419
CLEC12A,2.663714,1.880862,1.535159,1.420370,1.105772,1.352436
ABTB1,19.994703,15.737497,6.218835,14.373586,16.644043,13.942251
AKAP13,4.574646,4.025426,3.376314,2.923187,4.700915,5.039661
CST3,5.025841,6.197258,5.597645,6.767250,6.419372,5.527954
NRBF2,1.211205,1.015909,0.535301,0.928829,1.039822,0.696721
PTAFR,0.060933,0.004293,0.123919,0.013050,0.047060,0.011484
PAFAH1B1,0.020811,0.011643,0.029813,0.019879,0.013119,0.010363
CAP1,555.860046,363.220367,249.195908,321.479065,370.653717,298.504608
KDM6B,0.323707,0.367952,0.224442,0.391495,0.193604,0.340704
SMG1,7.198071,10.815453,10.637264,11.281719,9.001639,11.782616
PLEK,4.907740,4.689183,3.932331,4.737701,3.599130,5.196073
TET2,0.611470,0.475367,0.756094,0.444497,0.259698,0.169563
ZFAND6,2.948241,1.780774,1.748882,2.557257,2.159296,2.582120
B2M,4.453293,8.873664,3.578961,5.562244,4.679965,4.559452
HN1,50.176228,46.191257,30.865841,42.179482,39.703865,46.453545
ATP6V0E1,10.658312,11.066247,18.235962,11.306240,10.218720,12.457676
TOP1,8.386405,7.663893,5.579731,7.701944,5.744790,8.317348
TLE3,0.202080,0.133111,0.014548,0.066014,0.043066,0.062096
ANXA11,8.309204,7.705436,4.432596,7.530707,5.714561,9.422800
H2AFY,0.171565,0.054670,0.108409,0.084647,0.123289,0.074704
GPR65,0.086638,0.180870,0.284557,0.242425,0.209578,0.200226
C17orf62,4.326071,2.914886,3.677753,4.432791,3.124337,3.665033
LAMP1,11.594723,9.649036,5.583271,10.410064,8.911764,10.700032
NDUFB3,1.178475,1.181851,0.650050,0.586035,0.909320,1.093470
LAPTM5,7.159284,8.567521,6.780414,8.550293,7.751369,5.794794
TAGLN2,3.664649,2.957172,0.124677,2.306158,2.699573,4.225623
