"B2_TKR180900710_HT3YJCCXY_L6_sc1" "B2_TKR180900710_HT3YJCCXY_L6_sc2" "B2_TKR180900710_HT3YJCCXY_L6_sc3" "B2_TKR180900710_HT3YJCCXY_L6_sc4" "B2_TKR180900710_HT3YJCCXY_L6_sc5" "B2_TKR180900710_HT3YJCCXY_L6_sc6" "B2_TKR180900710_HT3YJCCXY_L6_sc7" "B2_TKR180900710_HT3YJCCXY_L6_sc8" "B2_TKR180900710_HT3YJCCXY_L6_sc55" "B2_TKR180900710_HT3YJCCXY_L6_sc56" "B2_TKR180900710_HT3YJCCXY_L6_sc57" "B2_TKR180900710_HT3YJCCXY_L6_sc58" "B2_TKR180900710_HT3YJCCXY_L6_sc59" "B2_TKR180900710_HT3YJCCXY_L6_sc60" "B2_TKR180900710_HT3YJCCXY_L6_sc61" "B2_TKR180900710_HT3YJCCXY_L6_sc62" "B2_TKR180900710_HT3YJCCXY_L6_sc63" "B2_TKR180900710_HT3YJCCXY_L6_sc64" "B2_TKR180900710_HT3YJCCXY_L6_sc65" "B2_TKR180900710_HT3YJCCXY_L6_sc66" "B2_TKR180900710_HT3YJCCXY_L6_sc67" "B2_TKR180900710_HT3YJCCXY_L6_sc68" "B2_TKR180900710_HT3YJCCXY_L6_sc69" "B2_TKR180900710_HT3YJCCXY_L6_sc70" "B2_TKR180900710_HT3YJCCXY_L6_sc71" "B2_TKR180900710_HT3YJCCXY_L6_sc72" "B2_TKR180900710_HT3YJCCXY_L6_sc74" "B2_TKR180900710_HT3YJCCXY_L6_sc75" "B2_TKR180900710_HT3YJCCXY_L6_sc76" "B2_TKR180900710_HT3YJCCXY_L6_sc77" "B2_TKR180900710_HT3YJCCXY_L6_sc78" "B2_TKR180900710_HT3YJCCXY_L6_sc79" "B2_TKR180900710_HT3YJCCXY_L6_sc80" "B2_TKR180900710_HT3YJCCXY_L6_sc81" "B2_TKR180900710_HT3YJCCXY_L6_sc82" "B2_TKR180900710_HT3YJCCXY_L6_sc83" "B2_TKR180900710_HT3YJCCXY_L6_sc84" "B2_TKR180900710_HT3YJCCXY_L6_sc85" "B2_TKR180900710_HT3YJCCXY_L6_sc86" "B2_TKR180900710_HT3YJCCXY_L6_sc88" "B2_TKR180900710_HT3YJCCXY_L6_sc89" "B2_TKR180900710_HT3YJCCXY_L6_sc90" "B2_TKR180900710_HT3YJCCXY_L6_sc91" "B2_TKR180900710_HT3YJCCXY_L6_sc92" "B2_TKR180900710_HT3YJCCXY_L6_sc93" "B2_TKR180900710_HT3YJCCXY_L6_sc94" "FL4_TKR180900708_HT3YJCCXY_L6_sc1" "FL4_TKR180900708_HT3YJCCXY_L6_sc2" "FL4_TKR180900708_HT3YJCCXY_L6_sc3" "FL4_TKR180900708_HT3YJCCXY_L6_sc4" "FL4_TKR180900708_HT3YJCCXY_L6_sc6" "FL4_TKR180900708_HT3YJCCXY_L6_sc7" "FL4_TKR180900708_HT3YJCCXY_L6_sc8" "FL4_TKR180900708_HT3YJCCXY_L6_sc55" "FL4_TKR180900708_HT3YJCCXY_L6_sc56" "FL4_TKR180900708_HT3YJCCXY_L6_sc57" "FL4_TKR180900708_HT3YJCCXY_L6_sc58" "FL4_TKR180900708_HT3YJCCXY_L6_sc59" "FL4_TKR180900708_HT3YJCCXY_L6_sc60" "FL4_TKR180900708_HT3YJCCXY_L6_sc61" "FL4_TKR180900708_HT3YJCCXY_L6_sc62" "FL4_TKR180900708_HT3YJCCXY_L6_sc63" "FL4_TKR180900708_HT3YJCCXY_L6_sc64" "FL4_TKR180900708_HT3YJCCXY_L6_sc65" "FL4_TKR180900708_HT3YJCCXY_L6_sc66" "FL4_TKR180900708_HT3YJCCXY_L6_sc67" "FL4_TKR180900708_HT3YJCCXY_L6_sc68" "FL4_TKR180900708_HT3YJCCXY_L6_sc69" "FL4_TKR180900708_HT3YJCCXY_L6_sc70" "FL4_TKR180900708_HT3YJCCXY_L6_sc71" "FL4_TKR180900708_HT3YJCCXY_L6_sc72" "FL4_TKR180900708_HT3YJCCXY_L6_sc74" "FL4_TKR180900708_HT3YJCCXY_L6_sc75" "FL4_TKR180900708_HT3YJCCXY_L6_sc76" "FL4_TKR180900708_HT3YJCCXY_L6_sc77" "FL4_TKR180900708_HT3YJCCXY_L6_sc78" "FL4_TKR180900708_HT3YJCCXY_L6_sc79" "FL4_TKR180900708_HT3YJCCXY_L6_sc80" "FL4_TKR180900708_HT3YJCCXY_L6_sc81" "FL4_TKR180900708_HT3YJCCXY_L6_sc82" "FL4_TKR180900708_HT3YJCCXY_L6_sc83" "FL4_TKR180900708_HT3YJCCXY_L6_sc84" "FL4_TKR180900708_HT3YJCCXY_L6_sc85" "FL4_TKR180900708_HT3YJCCXY_L6_sc86" "FL4_TKR180900708_HT3YJCCXY_L6_sc87" "FL4_TKR180900708_HT3YJCCXY_L6_sc88" "FL4_TKR180900708_HT3YJCCXY_L6_sc89" "FL4_TKR180900708_HT3YJCCXY_L6_sc90" "FL4_TKR180900708_HT3YJCCXY_L6_sc91" "FL4_TKR180900708_HT3YJCCXY_L6_sc93" "FL4_TKR180900708_HT3YJCCXY_L6_sc94" "H2_TKR180900698_HT3YJCCXY_L5_sc2" "H2_TKR180900698_HT3YJCCXY_L5_sc3" "H2_TKR180900698_HT3YJCCXY_L5_sc5" "H2_TKR180900698_HT3YJCCXY_L5_sc6" "H2_TKR180900698_HT3YJCCXY_L5_sc56" "H2_TKR180900698_HT3YJCCXY_L5_sc57" "H2_TKR180900698_HT3YJCCXY_L5_sc58" "H2_TKR180900698_HT3YJCCXY_L5_sc60" "H2_TKR180900698_HT3YJCCXY_L5_sc62" "H2_TKR180900698_HT3YJCCXY_L5_sc66" "H2_TKR180900698_HT3YJCCXY_L5_sc68" "H2_TKR180900698_HT3YJCCXY_L5_sc69" "H2_TKR180900698_HT3YJCCXY_L5_sc70" "H2_TKR180900698_HT3YJCCXY_L5_sc72" "H2_TKR180900698_HT3YJCCXY_L5_sc73" "H2_TKR180900698_HT3YJCCXY_L5_sc77" "H2_TKR180900698_HT3YJCCXY_L5_sc85" "H2_TKR180900698_HT3YJCCXY_L5_sc87" "H2_TKR180900698_HT3YJCCXY_L5_sc88" "H2_TKR180900698_HT3YJCCXY_L5_sc91" "FL3_TKR180900711_HT3YJCCXY_L6_sc1" "FL3_TKR180900711_HT3YJCCXY_L6_sc2" "FL3_TKR180900711_HT3YJCCXY_L6_sc3" "FL3_TKR180900711_HT3YJCCXY_L6_sc4" "FL3_TKR180900711_HT3YJCCXY_L6_sc5" "FL3_TKR180900711_HT3YJCCXY_L6_sc6" "FL3_TKR180900711_HT3YJCCXY_L6_sc7" "FL3_TKR180900711_HT3YJCCXY_L6_sc8" "FL3_TKR180900711_HT3YJCCXY_L6_sc55" "FL3_TKR180900711_HT3YJCCXY_L6_sc56" "FL3_TKR180900711_HT3YJCCXY_L6_sc57" "FL3_TKR180900711_HT3YJCCXY_L6_sc58" "FL3_TKR180900711_HT3YJCCXY_L6_sc59" "FL3_TKR180900711_HT3YJCCXY_L6_sc60" "FL3_TKR180900711_HT3YJCCXY_L6_sc61" "FL3_TKR180900711_HT3YJCCXY_L6_sc62" "FL3_TKR180900711_HT3YJCCXY_L6_sc63" "FL3_TKR180900711_HT3YJCCXY_L6_sc64" "FL3_TKR180900711_HT3YJCCXY_L6_sc65" "FL3_TKR180900711_HT3YJCCXY_L6_sc66" "FL3_TKR180900711_HT3YJCCXY_L6_sc67" "FL3_TKR180900711_HT3YJCCXY_L6_sc68" "FL3_TKR180900711_HT3YJCCXY_L6_sc69" "FL3_TKR180900711_HT3YJCCXY_L6_sc70" "FL3_TKR180900711_HT3YJCCXY_L6_sc72" "FL3_TKR180900711_HT3YJCCXY_L6_sc73" "FL3_TKR180900711_HT3YJCCXY_L6_sc74" "FL3_TKR180900711_HT3YJCCXY_L6_sc75" "FL3_TKR180900711_HT3YJCCXY_L6_sc76" "FL3_TKR180900711_HT3YJCCXY_L6_sc77" "FL3_TKR180900711_HT3YJCCXY_L6_sc78" "FL3_TKR180900711_HT3YJCCXY_L6_sc79" "FL3_TKR180900711_HT3YJCCXY_L6_sc80" "FL3_TKR180900711_HT3YJCCXY_L6_sc81" "FL3_TKR180900711_HT3YJCCXY_L6_sc82" "FL3_TKR180900711_HT3YJCCXY_L6_sc83" "FL3_TKR180900711_HT3YJCCXY_L6_sc84" "FL3_TKR180900711_HT3YJCCXY_L6_sc85" "FL3_TKR180900711_HT3YJCCXY_L6_sc86" "FL3_TKR180900711_HT3YJCCXY_L6_sc87" "FL3_TKR180900711_HT3YJCCXY_L6_sc88" "FL3_TKR180900711_HT3YJCCXY_L6_sc89" "FL3_TKR180900711_HT3YJCCXY_L6_sc90" "FL3_TKR180900711_HT3YJCCXY_L6_sc91" "FL3_TKR180900711_HT3YJCCXY_L6_sc92" "FL3_TKR180900711_HT3YJCCXY_L6_sc93" "FL3_TKR180900711_HT3YJCCXY_L6_sc94"
"AACSP1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"AADAC" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"AADACL2" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"AADACL2-AS1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"AADACL3" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"AADACL4" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"AADACP1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 25 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"AADAT" 0 0 5 15 0 0 7 3 0 0 0 0 11 0 0 0 15 1 0 34 23 68 8 3 0 0 0 2 0 0 0 2 0 4 0 10 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 0 0 0 0 0 1 0 0 0 0 30 0 0 0 0 0 0 1 50 29 2 1 1 0 0 0 1 0 0 0 0 0 0 3 0 1 1 1 0 1 6 0 0 0 2 0 0 0 0 1 1 1 1 0 0 0 0 0 0 0 3 0 0 0 0 1 0 0 0 0 0 0 0 0 1 1 0 0 0 1 6 2 0 0 0 0 0 0 0 1 3 0 2 0 0 43 0 1 0 1 0 18 0 0 1 0 0
"AAED1" 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 1 0 0 0 0 0 1 0 0 1 0 0 25 0 4 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 1 2 0 0 7 0 0 0 0 1 1 0 0 1 0 0 0 0 1 0 0 1 0 0 0 0 3 9 1 1 0 0 2 0 0 0 0 0 0 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 37 3 0 1 0 0 0 1 0 0 0 0 1 0 9 0 0 0 0 0 50 0 0 0 0 0
"AAGAB" 72 0 0 0 0 3 16 0 1 1 15 0 0 0 0 0 0 57 0 20 0 28 5 0 20 0 0 0 0 0 0 7 23 5 1 58 0 0 0 0 0 0 13 2 3 118 0 0 0 0 2 0 0 1 0 0 2 1 0 12 0 22 7 0 12 25 52 0 1 0 5 0 0 2 1 6 0 12 0 5 0 1 2 0 1 0 0 0 13 0 0 0 3 0 1 0 4 44 0 78 19 3 0 4 0 7 1 0 0 0 13 18 29 0 0 0 2 0 0 1 0 1 2 1 16 0 1 2 42 0 10 1 40 0 0 0 3 1 0 1 142 10 0 1 2 0 12 1 1 3 2 0 55 0 10 0 1 1
"AAK1" 19 37 0 24 0 0 0 0 0 0 0 0 16 0 28 0 44 0 0 0 0 0 14 0 7 6 0 0 2 8 1 0 19 4 2 2 64 0 98 1 29 0 0 1 11 16 3 0 0 14 2 2 0 0 3 0 1 1 0 7 0 1 2 0 5 0 5 0 26 41 47 0 11 3 48 15 0 0 0 0 0 43 1 0 1 5 1 0 10 0 0 34 1 0 0 2 1 22 3 1 0 10 0 12 51 0 12 4 16 1 22 31 0 9 0 0 0 47 0 3 2 0 3 11 5 1 0 40 1 0 0 5 3 2 1 4 0 4 0 1 0 0 0 0 0 0 1 0 0 0 5 0 1 0 0 0 2 0
"AAMDC" 0 0 14 42 0 0 15 0 0 4 10 1 14 1 0 1 20 25 9 15 31 39 12 1 0 11 79 4 4 1 14 3 14 10 0 0 29 1 0 0 0 0 0 1 4 54 0 2 0 1 1 10 0 0 0 0 15 0 0 0 54 19 1 0 1 0 1 0 1 0 38 71 0 1 0 0 1 80 3 3 0 2 0 0 1 0 57 20 5 0 34 36 0 0 0 1 1 4 2 0 2 2 0 20 0 0 1 3 0 2 42 17 0 0 0 0 6 1 0 13 8 2 0 0 0 0 0 0 52 0 2 0 41 4 16 0 0 0 0 3 0 4 0 0 0 0 49 0 0 0 0 5 1 0 0 0 5 2
"AAMP" 124 93 17 153 0 6 5 0 44 4 40 0 7 6 8 5 108 12 6 43 28 112 33 7 69 0 96 17 2 5 0 27 64 26 1 47 57 1 43 0 0 0 0 1 5 14 10 85 1 8 1 1 2 1 4 33 5 8 14 6 5 24 1 3 4 0 65 4 2 31 30 0 4 0 36 8 3 12 1 0 0 16 0 1 5 12 65 34 5 0 1 2 0 1 1 1 3 137 4 1 8 3 17 25 7 6 66 5 20 4 15 1 1 32 3 0 4 1 0 7 0 0 2 2 2 0 0 5 1 5 0 3 53 8 33 0 4 0 1 3 5 8 36 28 13 7 15 0 4 157 29 9 87 1 28 0 9 2
"AANAT" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"AAR2" 13 19 0 93 0 0 13 7 21 0 10 40 14 3 33 0 16 33 13 25 0 0 1 0 165 28 124 2 2 11 7 13 36 2 0 2 0 0 57 0 0 0 0 30 24 40 0 79 11 0 5 1 1 0 4 0 0 11 1 28 0 1 3 3 1 1 1 0 1 11 1 2 0 2 2 6 2 61 1 3 4 8 2 0 0 0 2 37 52 0 0 35 0 0 0 0 5 23 1 0 12 3 13 1 1 0 1 0 0 3 11 10 1 12 0 0 7 0 0 0 0 0 0 0 0 0 0 20 16 0 1 0 2 0 0 0 0 0 0 3 0 7 0 0 0 0 0 23 4 1 0 0 26 3 8 55 5 4
"AARD" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"AARS" 26 38 15 47 0 0 0 3 19 12 29 57 28 1 72 31 84 0 0 0 0 23 0 0 49 54 0 12 2 0 0 6 68 13 15 0 0 4 116 8 0 23 0 1 16 55 14 53 0 0 0 5 0 0 0 8 0 11 0 24 14 14 13 1 0 1 8 0 2 1 4 6 2 0 47 0 0 31 2 2 0 61 0 0 8 0 47 78 6 4 2 7 0 0 1 0 8 21 7 1 14 42 1 0 0 19 91 10 6 1 8 57 0 6 0 4 0 0 0 15 5 3 1 0 0 0 0 14 34 0 0 3 18 14 2 11 1 0 10 0 2 0 1 29 1 0 15 33 3 1 16 0 116 1 38 1 1 61
"AARS2" 15 15 5 128 3 0 0 3 0 0 0 10 0 2 26 2 0 18 7 17 5 50 0 0 0 8 1 2 0 0 0 1 19 5 0 1 0 0 35 2 0 0 0 0 5 36 0 22 0 2 0 2 0 0 0 0 28 0 0 0 0 12 1 0 0 0 0 0 9 1 29 0 0 2 2 16 0 0 1 7 0 0 1 0 1 0 61 0 45 0 0 0 2 0 0 0 2 56 0 1 0 0 1 0 0 0 51 5 2 0 7 0 0 0 0 0 0 0 0 4 2 1 1 6 4 0 0 0 0 0 0 12 26 0 0 1 4 0 0 0 0 0 0 1 0 0 4 0 0 1 2 0 4 0 18 0 0 0
"AARSD1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"AASDH" 73 9 15 49 0 0 0 0 95 0 17 0 12 20 17 2 70 27 0 9 21 30 12 0 0 31 77 0 3 1 0 11 16 0 0 0 72 0 34 0 0 0 0 36 10 51 0 0 20 0 2 0 0 9 0 14 64 8 3 0 19 11 3 13 0 1 0 2 1 0 1 0 0 3 67 8 0 0 10 0 0 38 5 0 17 2 1 13 0 1 1 4 0 2 12 0 2 66 1 20 3 2 4 7 1 3 57 4 32 0 4 21 0 0 1 7 1 18 10 9 0 0 7 1 2 0 0 61 17 4 0 4 22 0 0 0 0 0 0 2 33 44 0 6 0 0 0 67 1 146 15 1 0 0 17 2 4 0
"AASDHPPT" 86 35 13 43 0 10 11 3 37 0 61 32 34 28 60 76 28 23 8 25 74 83 0 5 35 7 64 1 3 2 0 6 63 23 0 58 58 1 68 6 0 0 6 0 4 78 0 99 40 28 6 11 0 11 0 2 51 3 0 12 21 35 27 2 0 1 20 17 0 34 3 70 2 4 116 0 15 33 2 0 23 11 3 1 9 3 95 25 4 2 1 32 0 0 5 0 16 109 3 0 4 25 5 2 1 16 79 6 14 0 7 0 1 22 2 0 6 0 0 2 4 12 1 6 19 1 0 24 61 0 1 6 36 1 35 0 2 0 1 3 0 5 1 1 6 0 206 60 7 2 8 1 46 0 13 78 3 0
"AASS" 0 3 0 2 0 0 0 0 1 0 0 22 0 0 0 2 0 7 1 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 28 0 0 0 0 0 0 0 0 1 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 45
"AATBC" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"AATF" 102 103 28 22 2 0 18 6 1 22 25 82 48 13 45 28 79 66 4 12 59 69 41 9 74 85 0 2 3 1 0 15 0 26 8 49 0 7 169 13 1 1 0 6 10 56 0 1 1 6 5 12 2 0 1 12 4 0 0 1 2 1 26 0 0 16 1 7 3 0 1 64 1 4 46 19 73 1 3 0 0 33 0 0 7 0 109 1 26 6 20 34 0 7 0 11 7 9 44 5 36 122 2 27 0 7 18 10 28 8 3 2 34 20 0 0 0 0 1 0 2 9 11 2 41 0 1 3 1 0 0 5 2 6 0 29 7 0 1 6 1 38 1 41 0 7 82 145 3 3 20 6 112 50 17 62 0 15
"AATK" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"AATK-AS1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ABALON" 0 78 0 0 0 0 0 5 11 0 0 38 0 0 0 0 22 0 0 0 0 36 1 0 0 0 38 0 2 0 0 0 0 4 0 0 0 2 0 2 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 8 1 0 12 0 0 0 0 42 0 2 0 0 0 0 0 0 0 0 0
"ABAT" 0 0 0 0 0 0 0 0 0 0 0 0 19 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 24 0 0 0 0
"ABCA1" 14 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 9 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 1 15 0 0 0 0 0 2 0 0 5 0 0 0 0 18 0 0 1 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 42 1 0 0 0 0 1 1 0 0 0 0 0 15 0 5 1 0 2 0 1 0 2 0 0 81 0 3 10 0 42 1 0 0 2 1 0 0 0 0 0 1 4 0 4 0 5 0 0 0 0 71 0 0 0 0 0 0 3 59 0 3 36 0 0 0 0 1 0 1 0 0 0 1 0 0 75
