,TCGA-56-5898-01,TCGA-92-8064-01,TCGA-63-A5MG-01,TCGA-22-4596-01,TCGA-37-4130-01,TCGA-43-5668-01,TCGA-56-7582-01,TCGA-63-A5MN-01,TCGA-39-5030-01,TCGA-22-5472-01,TCGA-XC-AA0X-01,TCGA-60-2721-01,TCGA-34-5239-01,TCGA-77-8131-01,TCGA-94-8490-01,TCGA-66-2782-01,TCGA-21-1082-01,TCGA-85-A511-01,TCGA-52-7812-01,TCGA-90-7769-01,TCGA-NC-A5HG-01,TCGA-NC-A5HI-01,TCGA-56-7580-01,TCGA-18-3416-01,TCGA-85-7950-01,TCGA-56-8622-01,TCGA-22-5482-01,TCGA-18-3408-01,TCGA-63-A5MI-01,TCGA-66-2777-01,TCGA-85-8070-01,TCGA-77-8136-01,TCGA-66-2778-01,TCGA-98-A53H-01,TCGA-66-2787-01,TCGA-66-2783-01,TCGA-85-8351-01,TCGA-77-8140-01,TCGA-22-A5C4-01,TCGA-85-8287-01,TCGA-NC-A5HH-01,TCGA-NK-A7XE-01,TCGA-37-4135-01,TCGA-58-A46M-01,TCGA-94-A5I4-01,TCGA-37-3792-01,TCGA-98-A53A-01,TCGA-39-5011-01,TCGA-39-5022-01,TCGA-77-8128-01
MRPS6,3.2,2.7,2.9,3.7,3.8,2.4,2.4,2.8,3.1,2.9,2.7,2.8,3.1,4.2,3.4,2.7,3.7,3.1,3.4,2,4.1,4,3.2,3.3,3.3,2.7,2.8,3.6,3.1,3.1,2.6,3.2,3.6,3.1,3,3.4,3,4.2,3.4,2.8,2.6,3.3,3.8,3.4,2.6,2.8,3.4,2.7,3.2,3.6
RP11-572P18.1,3.3,3.3,1.9,3.7,6.4,2.1,1.3,1.8,2.6,2.7,1.5,2.8,3,4,2.9,3.7,2.9,3,1.9,2.1,2.6,2.4,2.2,2.5,1.5,2.9,3.3,3.8,1.7,2.8,4.2,3.1,3.3,3.8,2.9,3,3.6,3.8,1.6,3.4,3.5,2.9,4.9,2.1,2.4,3.4,2.8,3.9,2.8,3.4
GAPDHP36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.1,0,0,0,0,0
LINC01024,0.4,0.4,0.7,0.8,0.2,0.5,0.6,0.7,0.3,0.5,0.6,0.4,0.3,0.3,0.5,0.3,0.9,0.6,0.2,0.3,0.3,0.7,0.2,0.5,0.5,0.3,0.6,0.5,0.6,0.5,0.4,0.4,0.3,0.7,0.5,0.3,0.3,0.5,1,0.4,0.6,0.7,0.4,1.1,0.8,0.7,0.8,0.5,0.7,0.6
TGFA,3.9,3.3,3.3,3.1,0.6,0.7,4.7,3,4.4,3.9,3.8,2.8,2.9,3.6,4,3.6,4.4,3.8,3.2,5.1,1.5,2.8,3,0.8,1.6,3.3,3.9,4.3,0.9,5,3.5,3.5,3.9,3.1,4.8,2.5,4,2,2.6,2.2,1.4,3.3,1.2,2,1.9,3.9,2.6,2.3,2.5,2.5
RNU6-475P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3
HMGB1P13,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0
GSTM3,4.4,7.2,3.3,1.9,3.3,3.2,6.6,0.8,2,1.8,5.6,2.5,1.9,1.9,3.7,2.7,1.6,1.6,0.6,7,2.2,4.5,1.7,7.4,1,1.2,5.9,7.2,2.7,5.2,7.2,2.3,4.1,4,7.1,4.6,1,1.5,2.7,2.1,2.6,3.1,4,7.3,4.7,3.7,5,3,4.7,5.6
LRRC8C,1.6,1.5,1.8,2,0.9,1.3,2.2,1.9,2,1.7,1.8,1.1,1.5,1.9,0.8,1.8,1.2,1.4,0.8,1,0.3,0.5,1,2.1,1.2,0.7,2.3,1.7,1.2,2.3,1.3,2.2,0.9,1.7,1.4,1.7,2.2,1,1.2,1.5,1.3,0.8,0.8,1.9,1.5,2.3,1.4,1.5,1.8,1.8
CTA-242H14.1,0.4,0.2,0.7,0,0.1,0.5,0.6,0.8,0.5,0.3,0,0.6,0.3,0.2,1.5,0.1,0.2,0.3,0.1,0.2,0.1,0.8,0.7,0.8,0.1,0.3,0.5,0.2,0.3,0.5,0.6,0.1,0.1,0.1,1,0.1,0.1,0.3,2,0.1,0.4,0,0.4,2,0.4,1.3,0.2,1.3,0.5,0.3
AC093166.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0
SLC22A1,0.1,0.3,0.2,0.2,0.1,0.1,0.1,0.1,0.3,0.1,0.3,0.3,0.1,0.9,0.2,0.3,0.4,0.4,0.2,0.2,0.1,0.3,0.3,0.1,0.6,0.2,0.6,0.1,0.3,0.2,0.2,0.3,0.1,0.2,0.1,0.1,0.1,0.2,0.2,0.3,0.6,0.2,0.3,0.3,0.3,0.2,0.3,0.3,0.1,0.1
AC106874.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC25A5P2,0.4,0.1,0.1,0.1,0.2,0,0,0.1,0.1,0.1,0,0.1,0,0,0,0,0.1,0.1,0,0,0,0.1,0.3,0.4,0,0.1,0,0.2,0.1,0,0,0,0,0,0,0.1,0.1,0,0.5,0,0.1,0,0.4,0.5,0.2,0,0.1,0.3,0.1,0
PENK,0.2,0.1,4.9,0.1,0,0,0.2,0,0.5,0.1,1.2,0.2,2.1,0.5,0,0,2.5,1.4,0.1,1.3,0,0,1.5,0,0.4,0,0.8,0.4,3.9,0.3,0,1.9,0.1,0.6,0,0,0,0.2,3.4,5.6,5.4,0,0.3,0,5.2,0,1,0,3.2,0.4
OSBPL6,0.8,0.9,0.5,1.2,0.3,2.1,1.3,0.9,0.8,0.7,0.8,0.2,0.2,0.9,0.3,0.1,0.7,0.4,0.4,1.1,0.8,0.2,0.1,2.3,0.2,0.3,1.2,1.3,0.7,0.9,0.9,0.6,0.1,1.9,0.7,0.9,0.7,0.2,0.2,0.5,1.1,0.6,0.2,1.2,1.6,0.1,0.5,0.7,0.4,1.5
AC092380.1,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NDUFA2,4.2,4.2,4.2,4.7,7.1,4.3,4.1,4.8,4.6,4.4,4.4,4.2,4.1,5,4.3,5,4.1,4.4,5.4,4.8,4.5,5.5,4.2,4.7,3.9,4.4,4.4,4.3,4.3,4.7,5.1,4.3,5.9,4.8,4.7,5.2,3.9,5,4.5,4.1,5.9,5.6,6.7,5.3,4.7,5.4,4.6,5.3,5,4.5
MIR4490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-80F22.15,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0,0,0,0.2,0.1,0,0,0,0,0,0,0.1,0,0,0,0,0.7,1.9,0,0.2,0,0.9,0,0,0,0,0,0,0,1.6,0.1,0,0,0,0,0,0
OR10R3P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTC-512J14.5,0.7,0.8,0.5,0.8,0.7,0.9,0.9,0.6,1.2,0.8,0.5,0.4,0.6,0.5,0.8,0.8,0.8,0.5,0.5,0.5,0.4,0.6,0.5,1.4,0.8,0.3,1.2,1.4,0.5,1.1,1,0.5,0.9,0.6,1.2,1.6,0.3,0.3,0.7,0.3,0.5,0.2,1.2,1.2,0.8,0.9,1.1,1.6,0.7,0.8
SLC39A1,5.6,5.2,5.3,5.6,5.6,5.5,5.1,5.4,5.4,5.5,5.4,5.2,5.8,5.7,6.5,6.2,4.9,5.5,6.1,4.6,5.8,4.8,5.6,5.7,5.1,5.7,6,5.9,5.2,5.7,4.9,6.3,6.4,5.2,5.1,6.2,5.8,5.5,5.6,5.4,5.9,5.9,6.1,5.3,5.2,6.3,5.9,5.7,5.8,5.5
CTD-2583P5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0.1
RNF19B,4.9,5.4,5.3,4.7,3.5,4.4,4.5,5,5.9,5,5,4.8,5.5,5.4,4.8,5.2,4.9,4.7,4.9,5,4.5,4.1,4.5,5.1,7.2,5.6,5.1,4.1,4.3,4.9,4.2,5.5,4.8,4.6,4,5.7,4.7,4.8,4.7,4.3,2.9,4.4,3.8,4.3,4,5.5,2.9,4.6,5,4.2
RPSAP1,0,0,0.1,0,0.3,0,0,0.1,0,0,0,0,0.1,0,0.1,0,0.5,0,0,0,0,0,0.1,0.2,0,0,0,0.1,0.1,0,0,0,0,0.1,0.1,0,0,0.2,0.1,0,0,0,0.3,0.3,0,0,0,0.1,0,0
RP11-90E9.1,0,0,0,0,0.1,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0.1,0,0,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0.1,0,0.1,0.2,0,0,0,0.1,0,0
FKBP7,1.9,1.5,2.5,3.3,1.7,2.8,1.8,2,3,1.8,1.5,2,2.7,1.9,1.2,2.3,1.7,2.2,2,0.9,1.9,1,2.5,2,2.4,2.5,1.6,2,2.1,1.5,1,2.3,1.6,2.5,1.5,1.4,1.7,2,1.7,3,2.2,1.2,3.3,2.2,1.7,1.7,2.3,2.1,2.3,2.2
MKRN4P,0.2,0,0,0.1,0,0,0,0,0.1,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0.1,0.1,0.2,0,0,0,0.1,0,0,0,0,0,0.1,0.1,0.1,0,0.1,0,0
BRAFP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0.1,0,0,0,0,0
RP11-356K23.1,0,0.3,0.3,2.2,0.2,0.1,0,0.4,0.3,4,1.3,0.5,0.2,0.9,0.2,0.6,1.2,0.1,0,0,0.1,0.7,0,0.1,0,0.1,0,0.2,0.2,1.1,0.1,0.4,0.4,4.9,0.1,1.2,0.3,0.4,0.4,0.1,0.2,0.2,0.2,0.1,0.3,0,0,0,0.2,0.3
RP11-7I15.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEAT1_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HMGB3,4.7,6.4,4.6,5,3.3,5.4,4.6,4.8,3.7,4.5,4.7,4.2,3.1,3.5,5.1,4.5,6,4,5.6,4.8,5.9,6.1,5.6,5,3.6,3.2,3.9,4.7,6.2,4.1,6.1,4.1,3.7,4.7,5.1,4.1,5.7,5.2,6,4.1,4.6,4.8,4,5.4,4.7,3.9,4.8,7.2,6.1,5.3
RP1-90J4.1,0.2,0.3,0.1,0.2,0.4,0.2,0.5,0.5,0.2,0.3,1.1,0.9,0.3,0.1,0.5,0.6,0.6,0.5,0.1,0.3,0.1,0.9,0.1,0.6,0.7,0.3,0.4,0.3,0.2,0,0.6,0.4,0.1,0.3,0.1,0.3,0.1,0.1,0.6,0,0.8,0.3,0,0.7,0.4,0.1,0.5,0.2,0.1,0.4
U62631.5,0.1,0.3,0.6,0.6,0.1,0.2,0.1,0.3,0.3,0.1,0.5,0.2,0.1,0.3,0,0.2,0.1,0.4,0.1,0.1,0,0.2,0.2,0.4,0.2,0.1,0,0,0,0.1,0,0.3,0,1.9,0.1,0,0.1,0.1,0.1,0.5,0,0.1,0.1,0.2,0.1,0,0.2,0.3,0.2,0
NKX2-2-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC010086.1,0,0,0.1,0,0,0.1,0,0,0,0,0,0.1,0,0.1,0,0,0.1,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0.3,0,0.6,0,0,0,0,0,0,0
RP3-325F22.3,0.4,0.3,1,0.2,0,0.2,0.3,0.4,0.2,0.5,0.3,0.3,0.5,0.5,0.2,0.4,0.6,0.5,0.2,0.6,0.5,0.7,0.7,0.6,0.2,0.7,0.4,0.3,0.4,0.2,0.3,0.4,0.2,0.4,0.1,0.2,0.5,1,0.6,0.6,0.2,0.3,0.2,0.2,0.5,0.4,0.6,0.3,0.1,0.2
CTD-2278I10.4,0.1,0.6,0.7,0.6,0.4,0.7,0.3,0.5,0.3,0.4,0.9,1,0.4,0.2,0.9,0.8,0.7,0.8,0.5,0.6,1.2,0.4,1.1,0.7,0.2,0.3,0.1,0.5,0.5,0.2,0.8,0.3,0.1,0.5,1,0.5,0.2,0.3,0.2,0.1,0.7,0.5,0.1,0.9,0.5,0.3,0.5,0.6,0.4,0.2
EXOC8,2.4,2.8,2,2.7,1.6,2.2,2.8,2.1,2.2,2.5,2.6,2.7,2.3,2.1,2.2,2.2,1.7,2.4,2.4,2.2,2.8,2,2.2,2.8,2.2,1.9,1.9,2.8,2.1,2.4,2.5,2.2,1.5,2.4,2.5,2.2,2.1,2,2.7,2.1,2.1,2.1,1.7,2.7,2.4,2.4,2.7,2.3,2.5,2.6
AL021394.1,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SBF2,1.6,2.1,1.7,1.2,0.7,1.3,2.1,1.4,1.5,1.9,1.6,1.5,2,1.3,1.3,1.6,1.1,1.7,0.3,1.5,1.4,1.5,1.6,1.4,1.4,1.7,1.7,2.1,1.3,1.8,2.1,1.9,0.8,1.6,1.8,1.8,1.8,1.1,1.8,2.2,1.5,1,0.6,2,2.1,1.3,1.7,1.1,1.4,1.8
ZNF18,2,2.5,2.3,1.9,1.2,2.2,2.7,1.7,2,2,2,2.3,2.1,1.7,1.9,1.9,2.6,2.3,1.8,2.8,2.3,2.1,2.8,2.8,3,2.2,2.2,2.9,2.2,2,2.3,1.9,1.3,2.3,3.1,1.4,1.5,2.2,2.7,1.8,3.3,2.4,1,2.9,2.4,1.8,2.2,2.2,2,2.5
OIP5,1.4,2.5,2.4,1.2,3.7,2.3,2.8,1.5,2.1,2.1,1.7,2.5,2.4,2.4,2.7,2.6,2.6,2.6,1.5,2.8,2.5,2.2,2.3,2.7,3.7,1,2.4,1.7,2.6,2.7,3.2,3.1,3.9,1.3,2.8,2.6,2.1,2.5,2.7,2,3.3,3.3,4.3,3.1,3.9,3.4,3.7,2.7,2.3,3.4
RN7SL12P,0.1,0.4,0,0.1,0,0.1,0.1,0,0,0.1,0.1,0.4,0.2,0.1,0.1,0.3,0.1,0.6,0,0.1,0.3,0.3,0,0.2,0,0,0.1,0,0.4,0.1,0.4,0,0,0.3,0,0.1,0.2,0.7,0.1,0.1,0.1,0,0,0.1,0.3,0,0.1,0,0.1,0.1
EFCAB8,0,0,0.1,0,0.1,0,0,0.1,0.1,0,0.1,0.2,0.1,0.1,0,0,0,0.1,0,0,0,0.1,0.1,0,0.4,0,0,0,0.2,0.1,1,0,0,0.1,0.1,0,0,0.1,0.1,0.1,0,0.5,0,0.2,0,0.2,0.1,0,0,0
AC010086.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPL18AP2,0,0.1,0.4,0,0.1,0,0,0.1,0,0,0.1,0.1,0,0,0.1,0.2,0.2,0.2,0.1,0,0.1,0.2,0,0,0.2,0.1,0,0,0.1,0,0,0.2,0,0.2,0.1,0,0,0,0.1,0,0.1,0,0.1,0.2,0.1,0,0.1,0,0,0
AL022344.2,0.1,0,0,0,0.8,0.1,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0.2,0.4,0,0,0,0.2,0,0,0.2,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0
RP11-138H8.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BMPR1A,1.2,1.5,1.2,1.7,1.9,1.1,1.7,1.8,1.7,1.6,1.5,2.1,2,1.6,2,1.3,1.4,2.1,2.1,1.4,2.4,1.5,1.6,1.8,0.9,1.5,1.6,2.9,1.4,2.1,1.8,1.6,1.8,1.7,1.9,1.2,1.5,1.4,1.9,2.3,2.1,2.8,2,1.6,1.4,1.4,1.5,1.4,1.7,2.3
AP001465.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0.1,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOXB13-AS1_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0.3,0,0,0,0,0,0,0,0
OR11A1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-463J10.2,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-635P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLEC11A,3.3,2.8,2.9,3.8,1.5,3.2,1.6,3.4,3.1,2.9,3.1,2.9,3.7,4.1,2,3.8,3.4,3.7,2.6,2.4,2.7,1.2,2.1,1.3,3.5,4.3,3.4,0.3,1.9,3.4,2,3.8,2.4,4.3,2.5,2.5,2.4,2,3.1,3.6,2.8,3,3.2,2.4,2.3,3,2.4,2.2,3.9,3.8
MED9,2.1,2.3,1.6,1.8,1.6,1.8,2.1,1.3,1.7,2,1.7,1.8,1.8,1.6,1.8,1.6,2.2,2.2,1.6,2.3,1.7,1.8,2,1.8,2.1,2.2,2.4,2.4,1.9,1.9,2.5,2,2.4,1.8,1.7,1.6,2.2,1.5,1.8,1.6,2.8,1.9,1.5,2.1,2,1.5,1.9,2,2.1,2.1
NAA10,3.1,3.7,3.4,3,3.8,2.8,2.3,2.7,3,2.8,3.4,2.9,2.5,3.3,3.2,3.7,3.4,3,3.2,3.4,3.5,3.4,3.2,3.4,2.8,2.9,2.8,3,2.8,3.1,3.9,3.6,4.1,3,3.1,2.8,3.4,3.2,3.7,2.5,3.9,3.9,4.7,2.9,3.4,4,2.9,3.7,3.3,3
KRT125P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CX3CR1,1.4,0.1,0.6,2.9,0.3,0.5,1.3,1.4,0.9,1.7,0.2,0.7,1,1.6,0.1,0.6,0.3,0.4,0.2,0.2,0,0.2,0.5,0.5,0.8,1.3,0.7,1.4,0,1.3,0.1,0.2,0.3,1.3,0.3,1.6,0.6,0.2,0.2,0.5,0.2,0.3,0.2,0.2,0.1,1.5,0.4,1.4,1.3,0.3
EPSTI1,1.7,3,1.6,3.3,2.6,3.4,1.5,3.7,4.1,1.5,1.7,3.2,3.7,3.3,0.7,3,2.3,3.6,3.1,0.6,2.1,1,1.5,3.4,5,1.2,1,2,1,1.9,0.6,4.7,1.1,2.9,2.2,1.5,1.5,0.8,1.3,3.4,1,2.1,1.7,2,2.2,5.1,1.2,3.1,3.8,1.2
RP11-358M3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEDAG,1.3,1.8,2.2,2.4,0.4,1.1,2.3,1.8,2.5,1.6,4,0.9,2.8,2.3,0.4,1.7,2.8,2.3,1.2,0.6,0.4,0.8,1.5,0.5,3,1.9,0.7,1.3,1.1,1.8,0.6,2.7,1.4,4.3,1.4,0.9,2.3,1.6,1,3,2.1,0.9,0.8,0.6,1.5,1.2,0.6,1.3,2.4,1.7
RP11-424C20.2,0.7,1.5,0.7,0.3,0.4,0.2,1.1,0.4,1.5,0.7,0.9,0.5,1.3,0.6,0.7,0.4,1.6,1.3,1.6,0.7,0.7,0.8,0.9,1.3,1,0.1,0.5,0.2,1,0.5,1.1,1.4,0.2,0.2,1,1.3,1.1,0.8,0.9,0.5,1.6,0.6,0.4,1.2,1.2,0.6,0.8,0.8,0.6,1.1
RP4-548D19.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PART1_3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP3-468K18.5,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0
HOXA6,0.2,0.8,0.6,0.4,0.3,0.5,0.6,0.3,0.6,0.7,0.7,1.3,0.8,0.6,1,0.8,0.9,1.1,0.8,0.3,0.8,1,0.8,0.3,1.5,0.3,0.1,0,1,0.7,0.2,0.4,0.2,0.7,0.3,0.4,1,0.6,0.7,1,0.7,0.4,0,0.6,0.7,0.3,1,0.2,0.6,0.6
RPL29P30,0,0,0.1,0.1,0.3,0,0.1,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0,0.1,0,0,0.1,0,0.1,0,0,0,0.1,0,0,0,0.1,0,0.2,0.1,0.4,0.4,0.1,0.1,0,0.2,0.1,0.1
RP11-599J14.2,0.6,2.4,2.4,0.6,1.2,0.2,0.6,0.4,1.1,0.3,2.6,1,1.5,0.7,2,1,1.5,3.5,1,0.3,1.8,1.2,0.6,3,1.7,0.8,0.6,1.2,1.4,1.8,3.9,1.4,0.3,0.9,1.6,0.8,1.8,1.2,1.3,1.7,1.6,3.6,2.7,1.9,3.4,2.3,1.8,1.3,0.2,2
CTA-113A6.2,0,0.1,0,0,0,0,0,0.3,0,0,0.3,0.1,0.1,0,0,0.1,0.1,0,0,0,0,0.1,0.1,0.1,0,0,0,0,0,0,0,0.1,0,0.3,0,0.1,0,0,0.1,0.2,0,0,0,0,0,0,0,0,0,0
C4orf19,2,0.2,3.5,1.1,1.5,3.3,0.3,0.5,1.9,2.7,2.6,2,0.1,1.5,0.7,0.4,2.3,1.3,1.1,0.2,0.1,2.8,1.3,0.1,0.2,0.9,1.2,1,2.8,1.3,0.8,1.1,3.2,1.7,0.5,0.5,0.9,3,3.5,1.7,1.8,0.7,1.5,0,1.5,0.9,0.8,0.6,1.7,0.1
IFNA12P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-341G23.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0
RP11-366H4.1,0,0,0,0,0.1,0,0,0.2,0,0,0,0,0,0.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,2.6,0,0,0,0
TMEFF1,0,0,0,0,0.2,0.5,0,0,0.2,0,0.1,0,0,0,0.1,0,0,0.1,0.1,0,0,0,0,0.1,0,0,0.1,0.1,0,0.1,0.3,0.1,0,0,0.2,0,0,0,0.1,0.2,0.3,0,0.3,0.1,0.1,0,0.4,0.1,0,0.2
RP11-462L8.1,0.1,0,0.2,0.3,0.4,0.1,0,0.3,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.2,0.3,0.1,0.3,0.1,0,0,0.1,0,0.1,0.3,0.2,0.2,0.1,0.1,0,0.1,0.1,0.2,0.1,0.1,0.5,0,0.1,0,0.2,0,0.9,0.3,0,1.2,0.2,0.1,0.2,0.1
AC119403.1,0,0,0.1,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0.1,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0.1,0,0,0,0,0.1,0,0,0.1,0,0,0
RN7SKP234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NDUFS5P4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0.1,0
CTA-339C12.1,0.2,0,0.1,0.1,0.1,0,0.1,0,0,0,0.3,0.2,0,0.1,0,0.1,0.1,0.2,0,0.1,0.3,0.1,0,0.2,0.1,0,0.1,0,0.1,0,0.3,0.2,0,0,0.1,0,0.2,0.2,0.1,0.1,0,0.1,0,0.1,0.4,0.2,0.2,0,0,0.2
RP3-377O6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-459I19.1,0.3,0,0.3,0.3,1.3,0.2,0.1,0.3,0.5,0.5,0.4,0.2,1.2,0.4,0.1,0.3,0.2,0.1,0.3,0,0.1,0.2,0.1,0,0.3,0.1,0,0.2,0.1,0.1,0.1,0.1,0.2,0.5,0.2,0,0.2,0.1,0.1,0.6,0.3,0.9,0,0.1,0.1,0.3,0.2,0.7,0.5,0.1
