measure,location,sex,age,cause,rei,metric,year,val,upper,lower
DALYs (Disability-Adjusted Life Years),Global,Female,75-79 years,Liver cancer,High body-mass index,Percent,2019,0.092030689,0.197994975,0.016418216
DALYs (Disability-Adjusted Life Years),Global,Male,75-79 years,Liver cancer,High body-mass index,Rate,2019,116.327795,241.0255931,37.32875647
DALYs (Disability-Adjusted Life Years),Global,Female,75-79 years,Liver cancer,High body-mass index,Rate,2019,41.28377028,90.49112578,6.963201856
DALYs (Disability-Adjusted Life Years),Global,Male,75-79 years,Liver cancer,All risk factors,Number,2019,339864.1688,389346.5692,290201.587
DALYs (Disability-Adjusted Life Years),Global,Female,75-79 years,Liver cancer,All risk factors,Number,2019,141114.023,173340.7714,113915.5584
DALYs (Disability-Adjusted Life Years),Global,Male,75-79 years,Liver cancer,All risk factors,Percent,2019,0.626608797,0.703883172,0.546289069
DALYs (Disability-Adjusted Life Years),Global,Female,75-79 years,Liver cancer,All risk factors,Percent,2019,0.450510381,0.537404244,0.373662634
DALYs (Disability-Adjusted Life Years),Global,Male,75-79 years,Liver cancer,All risk factors,Rate,2019,594.1161087,680.616228,507.3010143
DALYs (Disability-Adjusted Life Years),Global,Female,75-79 years,Liver cancer,All risk factors,Rate,2019,202.0280622,248.1659824,163.0889619
DALYs (Disability-Adjusted Life Years),Global,Male,75-79 years,Liver cancer,Behavioral risks,Number,2019,311731.679,357469.8965,267301.4798
DALYs (Disability-Adjusted Life Years),Global,Female,75-79 years,Liver cancer,Behavioral risks,Number,2019,120230.4638,145746.4561,96785.41311
DALYs (Disability-Adjusted Life Years),Global,Male,75-79 years,Liver cancer,Behavioral risks,Percent,2019,0.574732874,0.646654057,0.498176717
DALYs (Disability-Adjusted Life Years),Global,Female,75-79 years,Liver cancer,Behavioral risks,Percent,2019,0.38385704,0.455307758,0.319831168
DALYs (Disability-Adjusted Life Years),Global,Male,75-79 years,Liver cancer,Behavioral risks,Rate,2019,544.9377401,624.8926581,467.2693669
DALYs (Disability-Adjusted Life Years),Global,Female,75-79 years,Liver cancer,Behavioral risks,Rate,2019,172.1297933,208.6601563,138.5643258
DALYs (Disability-Adjusted Life Years),Global,Male,80-84 years,Liver cancer,Tobacco,Number,2019,71976.06204,106753.0644,41273.33761
DALYs (Disability-Adjusted Life Years),Global,Female,80-84 years,Liver cancer,Tobacco,Number,2019,14600.57041,22558.41263,7776.148026
DALYs (Disability-Adjusted Life Years),Global,Male,80-84 years,Liver cancer,Tobacco,Percent,2019,0.236320112,0.339288801,0.138808446
DALYs (Disability-Adjusted Life Years),Global,Female,80-84 years,Liver cancer,Tobacco,Percent,2019,0.06722263,0.102444029,0.036240097
DALYs (Disability-Adjusted Life Years),Global,Male,80-84 years,Liver cancer,Tobacco,Rate,2019,204.25841,302.9508782,117.1281962
DALYs (Disability-Adjusted Life Years),Global,Female,80-84 years,Liver cancer,Tobacco,Rate,2019,29.6852661,45.86481645,15.81013734
DALYs (Disability-Adjusted Life Years),Global,Male,80-84 years,Liver cancer,Smoking,Number,2019,71976.06204,106753.0644,41273.33761
DALYs (Disability-Adjusted Life Years),Global,Female,80-84 years,Liver cancer,Smoking,Number,2019,14600.57041,22558.41263,7776.148026
DALYs (Disability-Adjusted Life Years),Global,Male,80-84 years,Liver cancer,Smoking,Percent,2019,0.236320112,0.339288801,0.138808446
DALYs (Disability-Adjusted Life Years),Global,Female,80-84 years,Liver cancer,Smoking,Percent,2019,0.06722263,0.102444029,0.036240097
DALYs (Disability-Adjusted Life Years),Global,Male,80-84 years,Liver cancer,Smoking,Rate,2019,204.25841,302.9508782,117.1281962
DALYs (Disability-Adjusted Life Years),Global,Female,80-84 years,Liver cancer,Smoking,Rate,2019,29.6852661,45.86481645,15.81013734
DALYs (Disability-Adjusted Life Years),Global,Male,80-84 years,Liver cancer,Alcohol use,Number,2019,71545.19971,89856.75275,54748.17175
DALYs (Disability-Adjusted Life Years),Global,Female,80-84 years,Liver cancer,Alcohol use,Number,2019,23697.82544,32360.63753,16654.45129
DALYs (Disability-Adjusted Life Years),Global,Male,80-84 years,Liver cancer,Alcohol use,Percent,2019,0.235066909,0.291680953,0.18475771
DALYs (Disability-Adjusted Life Years),Global,Female,80-84 years,Liver cancer,Alcohol use,Percent,2019,0.109075049,0.143101869,0.078930686
DALYs (Disability-Adjusted Life Years),Global,Male,80-84 years,Liver cancer,Alcohol use,Rate,2019,203.0356805,255.0014119,155.3679681
DALYs (Disability-Adjusted Life Years),Global,Female,80-84 years,Liver cancer,Alcohol use,Rate,2019,48.18142269,65.79428813,33.86113039
DALYs (Disability-Adjusted Life Years),Global,Male,80-84 years,Liver cancer,Drug use,Number,2019,55252.15184,70217.0192,41572.37231
DALYs (Disability-Adjusted Life Years),Global,Female,80-84 years,Liver cancer,Drug use,Number,2019,42973.95292,60673.28674,29425.91773
DALYs (Disability-Adjusted Life Years),Global,Male,80-84 years,Liver cancer,Drug use,Percent,2019,0.181468173,0.226464732,0.140664914
DALYs (Disability-Adjusted Life Years),Global,Female,80-84 years,Liver cancer,Drug use,Percent,2019,0.197735723,0.270201305,0.142438497
DALYs (Disability-Adjusted Life Years),Global,Male,80-84 years,Liver cancer,Drug use,Rate,2019,156.798196,199.2664824,117.9768166
DALYs (Disability-Adjusted Life Years),Global,Female,80-84 years,Liver cancer,Drug use,Rate,2019,87.37283491,123.3583765,59.82753918
DALYs (Disability-Adjusted Life Years),Global,Male,80-84 years,Liver cancer,Metabolic risks,Number,2019,35840.46549,73137.61147,12768.09652
DALYs (Disability-Adjusted Life Years),Global,Female,80-84 years,Liver cancer,Metabolic risks,Number,2019,21102.18053,43332.4887,5972.226538
DALYs (Disability-Adjusted Life Years),Global,Male,80-84 years,Liver cancer,Metabolic risks,Percent,2019,0.117698547,0.235756909,0.041156427
DALYs (Disability-Adjusted Life Years),Global,Female,80-84 years,Liver cancer,Metabolic risks,Percent,2019,0.097032912,0.194460934,0.02774909
DALYs (Disability-Adjusted Life Years),Global,Male,80-84 years,Liver cancer,Metabolic risks,Rate,2019,101.7104338,207.5547315,36.23414536
DALYs (Disability-Adjusted Life Years),Global,Female,80-84 years,Liver cancer,Metabolic risks,Rate,2019,42.90406654,88.10179478,12.14247999
DALYs (Disability-Adjusted Life Years),Global,Male,80-84 years,Liver cancer,High fasting plasma glucose,Number,2019,3641.831254,8670.728824,725.9811541
DALYs (Disability-Adjusted Life Years),Global,Female,80-84 years,Liver cancer,High fasting plasma glucose,Number,2019,4107.688427,9801.055654,752.009125
DALYs (Disability-Adjusted Life Years),Global,Male,80-84 years,Liver cancer,High fasting plasma glucose,Percent,2019,0.011971956,0.028922145,0.002432175
DALYs (Disability-Adjusted Life Years),Global,Female,80-84 years,Liver cancer,High fasting plasma glucose,Percent,2019,0.01890734,0.043657488,0.00351408
DALYs (Disability-Adjusted Life Years),Global,Male,80-84 years,Liver cancer,High fasting plasma glucose,Rate,2019,10.33502862,24.60636541,2.06023714
DALYs (Disability-Adjusted Life Years),Global,Female,80-84 years,Liver cancer,High fasting plasma glucose,Rate,2019,8.351579466,19.92709442,1.528953346
DALYs (Disability-Adjusted Life Years),Global,Male,80-84 years,Liver cancer,High body-mass index,Number,2019,32333.10406,69465.17339,10152.65332
DALYs (Disability-Adjusted Life Years),Global,Female,80-84 years,Liver cancer,High body-mass index,Number,2019,17114.8748,39220.54165,2906.210234
DALYs (Disability-Adjusted Life Years),Global,Male,80-84 years,Liver cancer,High body-mass index,Percent,2019,0.106168485,0.227219754,0.033141184
DALYs (Disability-Adjusted Life Years),Global,Female,80-84 years,Liver cancer,High body-mass index,Percent,2019,0.078678665,0.175559029,0.013653683
DALYs (Disability-Adjusted Life Years),Global,Male,80-84 years,Liver cancer,High body-mass index,Rate,2019,91.75701253,197.1328448,28.81186836
DALYs (Disability-Adjusted Life Years),Global,Female,80-84 years,Liver cancer,High body-mass index,Rate,2019,34.79724412,79.74155688,5.908784502
DALYs (Disability-Adjusted Life Years),Global,Male,80-84 years,Liver cancer,All risk factors,Number,2019,183809.2194,214104.8226,153680.6359
DALYs (Disability-Adjusted Life Years),Global,Female,80-84 years,Liver cancer,All risk factors,Number,2019,89696.66624,111176.9218,69689.60912
DALYs (Disability-Adjusted Life Years),Global,Male,80-84 years,Liver cancer,All risk factors,Percent,2019,0.603722788,0.681760811,0.523855035
DALYs (Disability-Adjusted Life Years),Global,Female,80-84 years,Liver cancer,All risk factors,Percent,2019,0.412745409,0.497532926,0.341099636
DALYs (Disability-Adjusted Life Years),Global,Male,80-84 years,Liver cancer,All risk factors,Rate,2019,521.6259106,607.6007689,436.1250317
DALYs (Disability-Adjusted Life Years),Global,Female,80-84 years,Liver cancer,All risk factors,Rate,2019,182.3674919,226.0402447,141.6899842
DALYs (Disability-Adjusted Life Years),Global,Male,80-84 years,Liver cancer,Behavioral risks,Number,2019,169117.1048,197215.3677,140446.0068
DALYs (Disability-Adjusted Life Years),Global,Female,80-84 years,Liver cancer,Behavioral risks,Number,2019,76252.1755,94177.38506,59237.06889
DALYs (Disability-Adjusted Life Years),Global,Male,80-84 years,Liver cancer,Behavioral risks,Percent,2019,0.555469811,0.629171199,0.476738085
DALYs (Disability-Adjusted Life Years),Global,Female,80-84 years,Liver cancer,Behavioral risks,Percent,2019,0.350920047,0.421268817,0.287293333
DALYs (Disability-Adjusted Life Years),Global,Male,80-84 years,Liver cancer,Behavioral risks,Rate,2019,479.9316599,559.6707613,398.5669294
DALYs (Disability-Adjusted Life Years),Global,Female,80-84 years,Liver cancer,Behavioral risks,Rate,2019,155.0327184,191.4775011,120.4383188
DALYs (Disability-Adjusted Life Years),Global,Male,85-89 years,Liver cancer,Tobacco,Number,2019,28206.87511,42323.11704,15635.75322
DALYs (Disability-Adjusted Life Years),Global,Female,85-89 years,Liver cancer,Tobacco,Number,2019,6254.94358,9915.998838,3269.437033
DALYs (Disability-Adjusted Life Years),Global,Male,85-89 years,Liver cancer,Tobacco,Percent,2019,0.22487027,0.329040961,0.127137554
DALYs (Disability-Adjusted Life Years),Global,Female,85-89 years,Liver cancer,Tobacco,Percent,2019,0.056657323,0.087445161,0.030357474
DALYs (Disability-Adjusted Life Years),Global,Male,85-89 years,Liver cancer,Tobacco,Rate,2019,173.2257854,259.9173131,96.02324331
DALYs (Disability-Adjusted Life Years),Global,Female,85-89 years,Liver cancer,Tobacco,Rate,2019,22.99814403,36.45909297,12.02104908
DALYs (Disability-Adjusted Life Years),Global,Male,85-89 years,Liver cancer,Smoking,Number,2019,28206.87511,42323.11704,15635.75322
DALYs (Disability-Adjusted Life Years),Global,Female,85-89 years,Liver cancer,Smoking,Number,2019,6254.94358,9915.998838,3269.437033
DALYs (Disability-Adjusted Life Years),Global,Male,85-89 years,Liver cancer,Smoking,Percent,2019,0.22487027,0.329040961,0.127137554
DALYs (Disability-Adjusted Life Years),Global,Female,85-89 years,Liver cancer,Smoking,Percent,2019,0.056657323,0.087445161,0.030357474
DALYs (Disability-Adjusted Life Years),Global,Male,85-89 years,Liver cancer,Smoking,Rate,2019,173.2257854,259.9173131,96.02324331
DALYs (Disability-Adjusted Life Years),Global,Female,85-89 years,Liver cancer,Smoking,Rate,2019,22.99814403,36.45909297,12.02104908
DALYs (Disability-Adjusted Life Years),Global,Male,85-89 years,Liver cancer,Alcohol use,Number,2019,24969.06706,31233.81937,19102.1789
DALYs (Disability-Adjusted Life Years),Global,Female,85-89 years,Liver cancer,Alcohol use,Number,2019,9784.07959,13251.61517,6781.582968
DALYs (Disability-Adjusted Life Years),Global,Male,85-89 years,Liver cancer,Alcohol use,Percent,2019,0.199072745,0.245850777,0.155518283
DALYs (Disability-Adjusted Life Years),Global,Female,85-89 years,Liver cancer,Alcohol use,Percent,2019,0.088559117,0.115486867,0.065928842
DALYs (Disability-Adjusted Life Years),Global,Male,85-89 years,Liver cancer,Alcohol use,Rate,2019,153.3415607,191.8150405,117.3114686
DALYs (Disability-Adjusted Life Years),Global,Female,85-89 years,Liver cancer,Alcohol use,Rate,2019,35.97405297,48.72346976,24.934489
DALYs (Disability-Adjusted Life Years),Global,Male,85-89 years,Liver cancer,Drug use,Number,2019,22736.14252,29578.54046,16610.04487
DALYs (Disability-Adjusted Life Years),Global,Female,85-89 years,Liver cancer,Drug use,Number,2019,19332.53946,27347.40658,12813.27192
DALYs (Disability-Adjusted Life Years),Global,Male,85-89 years,Liver cancer,Drug use,Percent,2019,0.181293355,0.232588451,0.135316354
DALYs (Disability-Adjusted Life Years),Global,Female,85-89 years,Liver cancer,Drug use,Percent,2019,0.174926581,0.233406132,0.124241613
DALYs (Disability-Adjusted Life Years),Global,Male,85-89 years,Liver cancer,Drug use,Rate,2019,139.6285881,181.6495405,102.0066228
DALYs (Disability-Adjusted Life Years),Global,Female,85-89 years,Liver cancer,Drug use,Rate,2019,71.08178059,100.5508023,47.1117716
DALYs (Disability-Adjusted Life Years),Global,Male,85-89 years,Liver cancer,Metabolic risks,Number,2019,14678.9076,30514.65234,5103.85511
DALYs (Disability-Adjusted Life Years),Global,Female,85-89 years,Liver cancer,Metabolic risks,Number,2019,10618.31205,22340.25114,2878.726912
DALYs (Disability-Adjusted Life Years),Global,Male,85-89 years,Liver cancer,Metabolic risks,Percent,2019,0.116961899,0.236698908,0.040621255
DALYs (Disability-Adjusted Life Years),Global,Female,85-89 years,Liver cancer,Metabolic risks,Percent,2019,0.09605474,0.193783288,0.026734268
DALYs (Disability-Adjusted Life Years),Global,Male,85-89 years,Liver cancer,Metabolic risks,Rate,2019,90.1470045,187.398448,31.34410695
DALYs (Disability-Adjusted Life Years),Global,Female,85-89 years,Liver cancer,Metabolic risks,Rate,2019,39.04135454,82.14051925,10.58448814
DALYs (Disability-Adjusted Life Years),Global,Male,85-89 years,Liver cancer,High fasting plasma glucose,Number,2019,1364.762578,3273.671936,271.5332637
DALYs (Disability-Adjusted Life Years),Global,Female,85-89 years,Liver cancer,High fasting plasma glucose,Number,2019,1800.062942,4460.707951,311.5499396
DALYs (Disability-Adjusted Life Years),Global,Male,85-89 years,Liver cancer,High fasting plasma glucose,Percent,2019,0.010885846,0.02563757,0.002158517
DALYs (Disability-Adjusted Life Years),Global,Female,85-89 years,Liver cancer,High fasting plasma glucose,Percent,2019,0.016298686,0.038828219,0.002914049
DALYs (Disability-Adjusted Life Years),Global,Male,85-89 years,Liver cancer,High fasting plasma glucose,Rate,2019,8.381363355,20.10447417,1.667556675
DALYs (Disability-Adjusted Life Years),Global,Female,85-89 years,Liver cancer,High fasting plasma glucose,Rate,2019,6.618462068,16.4011078,1.145505198
DALYs (Disability-Adjusted Life Years),Global,Male,85-89 years,Liver cancer,High body-mass index,Number,2019,13364.97888,29251.96333,4072.413909
DALYs (Disability-Adjusted Life Years),Global,Female,85-89 years,Liver cancer,High body-mass index,Number,2019,8872.426734,20283.93044,1466.604907
DALYs (Disability-Adjusted Life Years),Global,Male,85-89 years,Liver cancer,High body-mass index,Percent,2019,0.106481311,0.229727219,0.033706488
DALYs (Disability-Adjusted Life Years),Global,Female,85-89 years,Liver cancer,High body-mass index,Percent,2019,0.080245701,0.177137395,0.013689954
DALYs (Disability-Adjusted Life Years),Global,Male,85-89 years,Liver cancer,High body-mass index,Rate,2019,82.07782516,179.643945,25.0097572
DALYs (Disability-Adjusted Life Years),Global,Female,85-89 years,Liver cancer,High body-mass index,Rate,2019,32.62209249,74.57984999,5.392405296
DALYs (Disability-Adjusted Life Years),Global,Male,85-89 years,Liver cancer,All risk factors,Number,2019,71826.17103,85298.67169,58265.3879
DALYs (Disability-Adjusted Life Years),Global,Female,85-89 years,Liver cancer,All risk factors,Number,2019,40577.65667,51882.43881,30050.21879
DALYs (Disability-Adjusted Life Years),Global,Male,85-89 years,Liver cancer,All risk factors,Percent,2019,0.572655377,0.652895656,0.493689538
DALYs (Disability-Adjusted Life Years),Global,Female,85-89 years,Liver cancer,All risk factors,Percent,2019,0.367214651,0.452354698,0.296030885
DALYs (Disability-Adjusted Life Years),Global,Male,85-89 years,Liver cancer,All risk factors,Rate,2019,441.1032715,523.8414159,357.8229613
DALYs (Disability-Adjusted Life Years),Global,Female,85-89 years,Liver cancer,All risk factors,Rate,2019,149.1957171,190.7610813,110.4884882
DALYs (Disability-Adjusted Life Years),Global,Male,85-89 years,Liver cancer,Behavioral risks,Number,2019,65339.9264,77538.96276,52755.94797
DALYs (Disability-Adjusted Life Years),Global,Female,85-89 years,Liver cancer,Behavioral risks,Number,2019,33377.08016,42102.02824,24737.13068
DALYs (Disability-Adjusted Life Years),Global,Male,85-89 years,Liver cancer,Behavioral risks,Percent,2019,0.52095883,0.599600318,0.445727786
DALYs (Disability-Adjusted Life Years),Global,Female,85-89 years,Liver cancer,Behavioral risks,Percent,2019,0.302078753,0.362622228,0.246202312
DALYs (Disability-Adjusted Life Years),Global,Male,85-89 years,Liver cancer,Behavioral risks,Rate,2019,401.2695495,476.1870172,323.988052
DALYs (Disability-Adjusted Life Years),Global,Female,85-89 years,Liver cancer,Behavioral risks,Rate,2019,122.7206748,154.8005185,90.95335349
DALYs (Disability-Adjusted Life Years),Global,Male,90-94 years,Liver cancer,Tobacco,Number,2019,5579.869934,8864.171094,2798.64943
DALYs (Disability-Adjusted Life Years),Global,Female,90-94 years,Liver cancer,Tobacco,Number,2019,2240.170433,3715.575166,1142.609801
DALYs (Disability-Adjusted Life Years),Global,Male,90-94 years,Liver cancer,Tobacco,Percent,2019,0.193342365,0.300041586,0.102461035
DALYs (Disability-Adjusted Life Years),Global,Female,90-94 years,Liver cancer,Tobacco,Percent,2019,0.057296707,0.091359188,0.02973677
DALYs (Disability-Adjusted Life Years),Global,Male,90-94 years,Liver cancer,Tobacco,Rate,2019,105.1241909,167.0000958,52.72627504
DALYs (Disability-Adjusted Life Years),Global,Female,90-94 years,Liver cancer,Tobacco,Rate,2019,19.39591844,32.17031697,9.892982329
DALYs (Disability-Adjusted Life Years),Global,Male,90-94 years,Liver cancer,Smoking,Number,2019,5579.869934,8864.171094,2798.64943
DALYs (Disability-Adjusted Life Years),Global,Female,90-94 years,Liver cancer,Smoking,Number,2019,2240.170433,3715.575166,1142.609801
DALYs (Disability-Adjusted Life Years),Global,Male,90-94 years,Liver cancer,Smoking,Percent,2019,0.193342365,0.300041586,0.102461035
DALYs (Disability-Adjusted Life Years),Global,Female,90-94 years,Liver cancer,Smoking,Percent,2019,0.057296707,0.091359188,0.02973677
DALYs (Disability-Adjusted Life Years),Global,Male,90-94 years,Liver cancer,Smoking,Rate,2019,105.1241909,167.0000958,52.72627504
DALYs (Disability-Adjusted Life Years),Global,Female,90-94 years,Liver cancer,Smoking,Rate,2019,19.39591844,32.17031697,9.892982329
DALYs (Disability-Adjusted Life Years),Global,Male,90-94 years,Liver cancer,Alcohol use,Number,2019,5461.742588,7265.29334,3922.160816
DALYs (Disability-Adjusted Life Years),Global,Female,90-94 years,Liver cancer,Alcohol use,Number,2019,2913.793552,4145.602871,1879.994658
DALYs (Disability-Adjusted Life Years),Global,Male,90-94 years,Liver cancer,Alcohol use,Percent,2019,0.18919627,0.242362026,0.141506537
DALYs (Disability-Adjusted Life Years),Global,Female,90-94 years,Liver cancer,Alcohol use,Percent,2019,0.074454864,0.101739308,0.052439325
DALYs (Disability-Adjusted Life Years),Global,Male,90-94 years,Liver cancer,Alcohol use,Rate,2019,102.8986835,136.8773991,73.89311705
DALYs (Disability-Adjusted Life Years),Global,Female,90-94 years,Liver cancer,Alcohol use,Rate,2019,25.22830462,35.8935972,16.27743252
DALYs (Disability-Adjusted Life Years),Global,Male,90-94 years,Liver cancer,Drug use,Number,2019,4683.745713,6483.091826,3200.947636
DALYs (Disability-Adjusted Life Years),Global,Female,90-94 years,Liver cancer,Drug use,Number,2019,5648.99553,8319.482415,3480.746111
DALYs (Disability-Adjusted Life Years),Global,Male,90-94 years,Liver cancer,Drug use,Percent,2019,0.162312407,0.218387695,0.1141291
DALYs (Disability-Adjusted Life Years),Global,Female,90-94 years,Liver cancer,Drug use,Percent,2019,0.144321203,0.20172138,0.097529236
DALYs (Disability-Adjusted Life Years),Global,Male,90-94 years,Liver cancer,Drug use,Rate,2019,88.24130026,122.1408009,60.30553296
DALYs (Disability-Adjusted Life Years),Global,Female,90-94 years,Liver cancer,Drug use,Rate,2019,48.91032172,72.03202043,30.1371122
DALYs (Disability-Adjusted Life Years),Global,Male,90-94 years,Liver cancer,Metabolic risks,Number,2019,3563.812204,7471.310497,1264.392772
DALYs (Disability-Adjusted Life Years),Global,Female,90-94 years,Liver cancer,Metabolic risks,Number,2019,3695.982595,7856.373517,989.7178687
DALYs (Disability-Adjusted Life Years),Global,Male,90-94 years,Liver cancer,Metabolic risks,Percent,2019,0.123394508,0.249659705,0.043046476
DALYs (Disability-Adjusted Life Years),Global,Female,90-94 years,Liver cancer,Metabolic risks,Percent,2019,0.094444561,0.194935857,0.024323102
DALYs (Disability-Adjusted Life Years),Global,Male,90-94 years,Liver cancer,Metabolic risks,Rate,2019,67.14186509,140.7587417,23.82103322
DALYs (Disability-Adjusted Life Years),Global,Female,90-94 years,Liver cancer,Metabolic risks,Rate,2019,32.00067991,68.02231551,8.569208297
DALYs (Disability-Adjusted Life Years),Global,Male,90-94 years,Liver cancer,High fasting plasma glucose,Number,2019,301.0620461,728.5874102,59.46590423
DALYs (Disability-Adjusted Life Years),Global,Female,90-94 years,Liver cancer,High fasting plasma glucose,Number,2019,537.134149,1362.227628,91.16775907
DALYs (Disability-Adjusted Life Years),Global,Male,90-94 years,Liver cancer,High fasting plasma glucose,Percent,2019,0.010429713,0.024953622,0.002045196
DALYs (Disability-Adjusted Life Years),Global,Female,90-94 years,Liver cancer,High fasting plasma glucose,Percent,2019,0.01374094,0.03432298,0.002439157
DALYs (Disability-Adjusted Life Years),Global,Male,90-94 years,Liver cancer,High fasting plasma glucose,Rate,2019,5.671978804,13.72651386,1.120331681
DALYs (Disability-Adjusted Life Years),Global,Female,90-94 years,Liver cancer,High fasting plasma glucose,Rate,2019,4.650632823,11.79448473,0.789351736
DALYs (Disability-Adjusted Life Years),Global,Male,90-94 years,Liver cancer,High body-mass index,Number,2019,3274.418998,7083.854437,1028.394049
DALYs (Disability-Adjusted Life Years),Global,Female,90-94 years,Liver cancer,High body-mass index,Number,2019,3175.409568,7214.928779,518.8318669
DALYs (Disability-Adjusted Life Years),Global,Male,90-94 years,Liver cancer,High body-mass index,Percent,2019,0.113369094,0.243098591,0.035356943
DALYs (Disability-Adjusted Life Years),Global,Female,90-94 years,Liver cancer,High body-mass index,Percent,2019,0.081126854,0.180475259,0.013475735
DALYs (Disability-Adjusted Life Years),Global,Male,90-94 years,Liver cancer,High body-mass index,Rate,2019,61.68972607,133.4591083,19.37484091
DALYs (Disability-Adjusted Life Years),Global,Female,90-94 years,Liver cancer,High body-mass index,Rate,2019,27.49343714,62.46853726,4.492167393
DALYs (Disability-Adjusted Life Years),Global,Male,90-94 years,Liver cancer,All risk factors,Number,2019,15475.26013,18858.73463,12061.86689
DALYs (Disability-Adjusted Life Years),Global,Female,90-94 years,Liver cancer,All risk factors,Number,2019,12849.79575,17041.53697,8942.576756
DALYs (Disability-Adjusted Life Years),Global,Male,90-94 years,Liver cancer,All risk factors,Percent,2019,0.536141161,0.619672198,0.459227977
DALYs (Disability-Adjusted Life Years),Global,Female,90-94 years,Liver cancer,All risk factors,Percent,2019,0.32835722,0.410545431,0.255135892
DALYs (Disability-Adjusted Life Years),Global,Male,90-94 years,Liver cancer,All risk factors,Rate,2019,291.5523513,355.2966721,227.2443644
DALYs (Disability-Adjusted Life Years),Global,Female,90-94 years,Liver cancer,All risk factors,Rate,2019,111.2565306,147.5496044,77.42691666
DALYs (Disability-Adjusted Life Years),Global,Male,90-94 years,Liver cancer,Behavioral risks,Number,2019,13767.60536,16666.55319,10701.13921
DALYs (Disability-Adjusted Life Years),Global,Female,90-94 years,Liver cancer,Behavioral risks,Number,2019,10213.01263,13182.69888,7122.825407
DALYs (Disability-Adjusted Life Years),Global,Male,90-94 years,Liver cancer,Behavioral risks,Percent,2019,0.477009385,0.561700653,0.4038689
DALYs (Disability-Adjusted Life Years),Global,Female,90-94 years,Liver cancer,Behavioral risks,Percent,2019,0.260983683,0.319793205,0.210108399
DALYs (Disability-Adjusted Life Years),Global,Male,90-94 years,Liver cancer,Behavioral risks,Rate,2019,259.3803064,313.9961933,201.6083912
DALYs (Disability-Adjusted Life Years),Global,Female,90-94 years,Liver cancer,Behavioral risks,Rate,2019,88.42664696,114.1388836,61.67108476
DALYs (Disability-Adjusted Life Years),Global,Male,95+ years,Liver cancer,Behavioral risks,Number,2019,2208.110403,2829.254873,1601.011704
DALYs (Disability-Adjusted Life Years),Global,Female,95+ years,Liver cancer,Behavioral risks,Number,2019,2275.851964,3031.532739,1534.685919
DALYs (Disability-Adjusted Life Years),Global,Male,95+ years,Liver cancer,Behavioral risks,Percent,2019,0.418269914,0.512457008,0.333681233
DALYs (Disability-Adjusted Life Years),Global,Female,95+ years,Liver cancer,Behavioral risks,Percent,2019,0.212779408,0.273554947,0.165685027
DALYs (Disability-Adjusted Life Years),Global,Male,95+ years,Liver cancer,Behavioral risks,Rate,2019,173.0031385,221.6691575,125.437591
DALYs (Disability-Adjusted Life Years),Global,Female,95+ years,Liver cancer,Behavioral risks,Rate,2019,65.08259444,86.69281609,43.88745086
DALYs (Disability-Adjusted Life Years),Global,Male,95+ years,Liver cancer,Tobacco,Number,2019,960.2056291,1594.812694,452.0337961
DALYs (Disability-Adjusted Life Years),Global,Female,95+ years,Liver cancer,Tobacco,Number,2019,597.7090739,1013.250147,290.4950228
DALYs (Disability-Adjusted Life Years),Global,Male,95+ years,Liver cancer,Tobacco,Percent,2019,0.181937437,0.292648316,0.088793269
DALYs (Disability-Adjusted Life Years),Global,Female,95+ years,Liver cancer,Tobacco,Percent,2019,0.055922776,0.091655651,0.028243864
DALYs (Disability-Adjusted Life Years),Global,Male,95+ years,Liver cancer,Tobacco,Rate,2019,75.23110584,124.951905,35.41637471
DALYs (Disability-Adjusted Life Years),Global,Female,95+ years,Liver cancer,Tobacco,Rate,2019,17.09270104,28.97593929,8.307293291
DALYs (Disability-Adjusted Life Years),Global,Male,95+ years,Liver cancer,Smoking,Number,2019,960.2056291,1594.812694,452.0337961
DALYs (Disability-Adjusted Life Years),Global,Female,95+ years,Liver cancer,Smoking,Number,2019,597.7090739,1013.250147,290.4950228
DALYs (Disability-Adjusted Life Years),Global,Male,95+ years,Liver cancer,Smoking,Percent,2019,0.181937437,0.292648316,0.088793269
DALYs (Disability-Adjusted Life Years),Global,Female,95+ years,Liver cancer,Smoking,Percent,2019,0.055922776,0.091655651,0.028243864
DALYs (Disability-Adjusted Life Years),Global,Male,95+ years,Liver cancer,Smoking,Rate,2019,75.23110584,124.951905,35.41637471
DALYs (Disability-Adjusted Life Years),Global,Female,95+ years,Liver cancer,Smoking,Rate,2019,17.09270104,28.97593929,8.307293291
DALYs (Disability-Adjusted Life Years),Global,Male,95+ years,Liver cancer,Alcohol use,Number,2019,857.8190306,1211.292132,538.3070044
DALYs (Disability-Adjusted Life Years),Global,Female,95+ years,Liver cancer,Alcohol use,Number,2019,665.4068875,1040.848725,379.2589031
DALYs (Disability-Adjusted Life Years),Global,Male,95+ years,Liver cancer,Alcohol use,Percent,2019,0.162453107,0.220556904,0.109873669
DALYs (Disability-Adjusted Life Years),Global,Female,95+ years,Liver cancer,Alcohol use,Percent,2019,0.06217728,0.091654583,0.039348209
DALYs (Disability-Adjusted Life Years),Global,Male,95+ years,Liver cancer,Alcohol use,Rate,2019,67.20922303,94.90347047,42.17579026
DALYs (Disability-Adjusted Life Years),Global,Female,95+ years,Liver cancer,Alcohol use,Rate,2019,19.02865708,29.7651765,10.84567615
